timestamp_s,found_lat,found_lon,x_m,y_m,heading_deg,speed_mps,neff
36067.800000,43.489853,42.520364,2278.96,-1504.75,115.97,32.95,1512
36068.000000,43.489837,42.520428,2284.06,-1506.51,115.74,32.78,2998
36068.200000,43.489867,42.520535,2292.72,-1503.13,115.37,32.65,2972
36068.400000,43.489751,42.520499,2289.85,-1516.02,116.71,31.97,2720
36068.600000,43.489735,42.520559,2294.68,-1517.83,116.25,31.90,2661
36068.800000,43.489744,42.520644,2301.56,-1516.82,116.27,31.70,2510
36069.000000,43.489728,42.520707,2306.59,-1518.59,116.71,31.39,2290
36069.200000,43.489569,42.520632,2300.60,-1536.32,117.09,31.17,2087
36069.400000,43.489617,42.520758,2310.75,-1531.03,116.59,31.15,2002
36069.600000,43.489462,42.520686,2304.96,-1548.29,117.81,30.65,1725
36069.800000,43.489476,42.520797,2313.90,-1546.72,118.80,30.46,1494
36070.000000,43.489482,42.520906,2322.69,-1546.02,119.37,30.46,2998
36070.200000,43.489283,42.520809,2314.89,-1568.20,119.41,30.47,2960
36070.400000,43.489353,42.520981,2328.73,-1560.40,119.01,30.64,2885
36070.600000,43.489316,42.521028,2332.54,-1564.48,118.73,30.59,2791
36070.800000,43.489229,42.520953,2326.52,-1574.18,119.22,29.62,2650
36071.000000,43.489288,42.521131,2340.89,-1567.60,118.73,30.04,2563
36071.200000,43.489148,42.521194,2345.91,-1583.20,118.31,31.25,2291
36071.400000,43.489178,42.521255,2350.85,-1579.85,117.54,30.80,2214
36071.600000,43.489086,42.521359,2359.27,-1590.10,117.60,31.83,1900
36071.800000,43.489041,42.521564,2375.80,-1595.15,118.31,33.19,1543
36072.000000,43.489092,42.521743,2390.23,-1589.43,118.08,33.45,2998
36072.200000,43.488997,42.521698,2386.62,-1599.96,117.46,33.05,2951
36072.400000,43.488712,42.521820,2396.50,-1631.77,119.65,35.42,2664
36072.600000,43.488742,42.521929,2405.31,-1628.42,119.38,35.20,2592
36072.800000,43.488635,42.522013,2412.07,-1640.26,119.88,35.85,2397
36073.000000,43.488569,42.522046,2414.73,-1647.70,119.82,35.74,2301
36073.200000,43.488465,42.522198,2427.04,-1659.28,120.49,36.91,2026
36073.400000,43.488432,42.522249,2431.12,-1662.90,120.39,36.66,1984
36073.600000,43.488394,42.522365,2440.53,-1667.14,120.36,37.05,1842
36073.800000,43.488259,42.522464,2448.45,-1682.16,120.35,38.10,1567
36074.000000,43.488137,42.522452,2447.49,-1695.70,120.45,37.92,2970
36074.200000,43.488181,42.522626,2461.57,-1690.85,120.38,38.06,2969
36074.400000,43.488198,42.522783,2474.21,-1688.94,120.13,38.35,2926
